                                                             cve-2010-5278, cve-2015-9481, cve-2015-9482, cve-2017-1002201, cve-2018-1000877, cve-2018-1000878, cve-2018-1000879, cve-2018-1000880, cve-2018-1002204, cve-2018-19052, cve-2018-20685, cve-2018-5732, cve-2019-0065, cve-2019-0071, cve-2019-10923, cve-2019-10936, cve-2019-13411, cve-2019-13412, cve-2019-13929, cve-2019-14657, cve-2019-14810, cve-2019-15064, cve-2019-15065, cve-2019-15066, cve-2019-16925, cve-2019-16926, cve-2019-17115, cve-2019-17264, cve-2019-17449, cve-2019-17501, cve-2019-17507, cve-2019-17526, cve-2019-17543, cve-2019-17544, cve-2019-17629, cve-2019-17630, cve-2019-17664, cve-2019-18216, cve-2019-2934, cve-2019-2936, cve-2019-2937, cve-2019-2961, cve-2019-2965, cve-2019-8064, cve-2019-8160, cve-2019-8161, cve-2019-8162, cve-2019-8163, cve-2019-8164, cve-2019-8165, cve-2019-8166, cve-2019-8167, cve-2019-8168, cve-2019-8169, cve-2019-8170, cve-2019-8171, cve-2019-8172, cve-2019-8173, cve-2019-8174, cve-2019-8175, cve-2019-8176, cve-2019-8177, cve-2019-8178, cve-2019-8179, cve-2019-8180, cve-2019-8181, cve-2019-8182, cve-2019-8183, cve-2019-8184, cve-2019-8185, cve-2019-8186, cve-2019-8187, cve-2019-8188, cve-2019-8189, cve-2019-8190, cve-2019-8191, cve-2019-8192, cve-2019-8193, cve-2019-8194, cve-2019-8195, cve-2019-8196, cve-2019-8197, cve-2019-8198, cve-2019-8199, cve-2019-8200, cve-2019-8201, cve-2019-8202, cve-2019-8203, cve-2019-8204, cve-2019-8205, cve-2019-8206, cve-2019-8207, cve-2019-8208, cve-2019-8209, cve-2019-8210, cve-2019-8211, cve-2019-8212, cve-2019-8213, cve-2019-8214, cve-2019-8215, cve-2019-8216, cve-2019-8217, cve-2019-8218, cve-2019-8219, cve-2019-8220, cve-2019-8221, cve-2019-8222, cve-2019-8223, cve-2019-8224, cve-2019-8225, cve-2019-8226, cve-2019-8369, cve-2019-8370
pretty-link                                                  cve-2015-9457
prettyphoto                                                  cve-2015-9478
prevent                                                      cve-2018-19518, cve-2019-17389
previous                                                     cve-2017-8087, cve-2018-15333, cve-2019-0212, cve-2019-10963, cve-2019-15274, cve-2019-17495
primari                                                      cve-2019-15901
primavera                                                    cve-2019-2976, cve-2019-3020
print                                                        cve-2019-9535
printer                                                      cve-2019-18203, cve-2019-6327, cve-2019-6334, cve-2019-6335
prior                                                        cve-2017-1002201, cve-2017-12626, cve-2018-12384, cve-2018-16202, cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0054, cve-2019-0055, cve-2019-0056, cve-2019-0057, cve-2019-0058, cve-2019-0059, cve-2019-0060, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0066, cve-2019-0067, cve-2019-0068, cve-2019-0069, cve-2019-0070, cve-2019-0072, cve-2019-0073, cve-2019-0074, cve-2019-0075, cve-2019-10752, cve-2019-10756, cve-2019-10963, cve-2019-10969, cve-2019-11253, cve-2019-11281, cve-2019-11282, cve-2019-11283, cve-2019-11284, cve-2019-11674, cve-2019-13529, cve-2019-13541, cve-2019-13545, cve-2019-1365, cve-2019-1372, cve-2019-2910, cve-2019-2911, cve-2019-2914, cve-2019-2920, cve-2019-2922, cve-2019-2923, cve-2019-2924, cve-2019-2926, cve-2019-2935, cve-2019-2938, cve-2019-2944, cve-2019-2946, cve-2019-2948, cve-2019-2950, cve-2019-2957, cve-2019-2960, cve-2019-2963, cve-2019-2965, cve-2019-2966, cve-2019-2967, cve-2019-2968, cve-2019-2969, cve-2019-2974, cve-2019-2982, cve-2019-2984, cve-2019-2991, cve-2019-2993, cve-2019-2997, cve-2019-2998, cve-2019-3002, cve-2019-3003, cve-2019-3004, cve-2019-3005, cve-2019-3009, cve-2019-3011, cve-2019-3017, cve-2019-3018, cve-2019-3021, cve-2019-3026, cve-2019-3028, cve-2019-3031, cve-2019-3652, cve-2019-3653, cve-2019-3738, cve-2019-3767, cve-2019-3957, cve-2019-5507, cve-2019-5699, cve-2019-5700, cve-2019-6333
privat                                                       cve-2019-9534
privileg                                                     cve-2015-0179, cve-2018-14665, cve-2018-2875, cve-2018-3300, cve-2019-0058, cve-2019-0061, cve-2019-0071, cve-2019-10936, cve-2019-11120, cve-2019-11167, cve-2019-11526, cve-2019-12147, cve-2019-12636, cve-2019-12708, cve-2019-1321, cve-2019-1339, cve-2019-1340, cve-2019-1341, cve-2019-1342, cve-2019-1362, cve-2019-1364, cve-2019-1365, cve-2019-1378, cve-2019-13921, cve-2019-14569, cve-2019-14570, cve-2019-15240, cve-2019-15241, cve-2019-15242, cve-2019-15243, cve-2019-15244, cve-2019-15245, cve-2019-15246, cve-2019-15247, cve-2019-15248, cve-2019-15249, cve-2019-15250, cve-2019-15251, cve-2019-15252, cve-2019-15260, cve-2019-15275, cve-2019-15277, cve-2019-15719, cve-2019-15954, cve-2019-16522, cve-2019-17043, cve-2019-17044, cve-2019-17180, cve-2019-17435, cve-2019-17436, cve-2019-17449, cve-2019-17575, cve-2019-17631, cve-2019-2110, cve-2019-2114, cve-2019-2173, cve-2019-2181, cve-2019-2183, cve-2019-2184, cve-2019-2185, cve-2019-2186, cve-2019-2187, cve-2019-2215, cve-2019-2734, cve-2019-2765, cve-2019-2883, cve-2019-2887, cve-2019-2890, cve-2019-2895, cve-2019-2897, cve-2019-2898, cve-2019-2899, cve-2019-2911, cve-2019-2913, cve-2019-2914, cve-2019-2926, cve-2019-2927, cve-2019-2932, cve-2019-2934, cve-2019-2936, cve-2019-2937, cve-2019-2938, cve-2019-2939, cve-2019-2940, cve-2019-2941, cve-2019-2943, cve-2019-2944, cve-2019-2946, cve-2019-2947, cve-2019-2948, cve-2019-2950, cve-2019-2951, cve-2019-2953, cve-2019-2954, cve-2019-2955, cve-2019-2956, cve-2019-2957, cve-2019-2959, cve-2019-2960, cve-2019-2961, cve-2019-2963, cve-2019-2966, cve-2019-2967, cve-2019-2968, cve-2019-2974, cve-2019-2976, cve-2019-2979, cve-2019-2980, cve-2019-2982, cve-2019-2984, cve-2019-2986, cve-2019-2991, cve-2019-2993, cve-2019-2997, cve-2019-2998, cve-2019-3002, cve-2019-3003, cve-2019-3004, cve-2019-3005, cve-2019-3008, cve-2019-3009, cve-2019-3010, cve-2019-3011, cve-2019-3015, cve-2019-3017, cve-2019-3018, cve-2019-3019, cve-2019-3021, cve-2019-3026, cve-2019-3028, cve-2019-3031, cve-2019-3689, cve-2019-3767, cve-2019-4031, cve-2019-4523, cve-2019-5699, cve-2019-5700, cve-2019-6329, cve-2019-6333, cve-2019-8071, cve-2019-8236, cve-2019-9745
prlilinkscontroller::list_link                               cve-2015-9457
pro                                                          cve-2015-4075, cve-2015-9499, cve-2019-18350, cve-2019-6327
probabl                                                      cve-2012-4024
problem                                                      cve-2019-17625, cve-2019-4409, cve-2019-6474
procedur                                                     cve-2019-0072, cve-2019-2954
process                                                      cve-2014-2304, cve-2016-4977, cve-2018-5732, cve-2019-0050, cve-2019-0055, cve-2019-0060, cve-2019-0064, cve-2019-0066, cve-2019-0068, cve-2019-0075, cve-2019-0379, cve-2019-12415, cve-2019-12637, cve-2019-12638, cve-2019-1342, cve-2019-13541, cve-2019-14846, cve-2019-14858, cve-2019-15261, cve-2019-15262, cve-2019-15264, cve-2019-15902, cve-2019-15954, cve-2019-17093, cve-2019-17502, cve-2019-17592, cve-2019-17625, cve-2019-17664, cve-2019-18214, cve-2019-18217, cve-2019-3689, cve-2019-5586, cve-2019-6472, cve-2019-6473, cve-2019-9745
process_header_end                                           cve-2019-17502
processpref.jsp                                              cve-2019-17117
processprivilag                                              cve-2019-17424
product                                                      cve-2015-9520, cve-2015-9523, cve-2017-14948, cve-2018-19518, cve-2018-2875, cve-2018-3300, cve-2018-9062, cve-2019-10923, cve-2019-12611, cve-2019-13336, cve-2019-16521, cve-2019-17420, cve-2019-17495, cve-2019-17526, cve-2019-17546, cve-2019-17601, cve-2019-18225, cve-2019-2765, cve-2019-2872, cve-2019-2883, cve-2019-2884, cve-2019-2886, cve-2019-2887, cve-2019-2888, cve-2019-2889, cve-2019-2890, cve-2019-2891, cve-2019-2894, cve-2019-2895, cve-2019-2896, cve-2019-2897, cve-2019-2898, cve-2019-2899, cve-2019-2900, cve-2019-2901, cve-2019-2902, cve-2019-2903, cve-2019-2904, cve-2019-2905, cve-2019-2906, cve-2019-2907, cve-2019-2909, cve-2019-2910, cve-2019-2911, cve-2019-2913, cve-2019-2914, cve-2019-2915, cve-2019-2920, cve-2019-2922, cve-2019-2923, cve-2019-2924, cve-2019-2925, cve-2019-2926, cve-2019-2927, cve-2019-2929, cve-2019-2930, cve-2019-2931, cve-2019-2932, cve-2019-2933, cve-2019-2935, cve-2019-2938, cve-2019-2939, cve-2019-2941, cve-2019-2942, cve-2019-2943, cve-2019-2944, cve-2019-2945, cve-2019-2946, cve-2019-2948, cve-2019-2949, cve-2019-2950, cve-2019-2951, cve-2019-2952, cve-2019-2953, cve-2019-2957, cve-2019-2958, cve-2019-2959, cve-2019-2960, cve-2019-2961, cve-2019-2962, cve-2019-2963, cve-2019-2964, cve-2019-2965, cve-2019-2966, cve-2019-2967, cve-2019-2968, cve-2019-2969, cve-2019-2970, cve-2019-2971, cve-2019-2972, cve-2019-2973, cve-2019-2974, cve-2019-2975, cve-2019-2976, cve-2019-2977, cve-2019-2978, cve-2019-2979, cve-2019-2980, cve-2019-2981, cve-2019-2982, cve-2019-2983, cve-2019-2984, cve-2019-2985, cve-2019-2986, cve-2019-2987, cve-2019-2988, cve-2019-2989, cve-2019-2990, cve-2019-2991, cve-2019-2992, cve-2019-2993, cve-2019-2994, cve-2019-2995, cve-2019-2996, cve-2019-2997, cve-2019-2998, cve-2019-2999, cve-2019-3000, cve-2019-3001, cve-2019-3002, cve-2019-3003, cve-2019-3004, cve-2019-3005, cve-2019-3008, cve-2019-3009, cve-2019-3010, cve-2019-3011, cve-2019-3012, cve-2019-3014, cve-2019-3015, cve-2019-3017, cve-2019-3018, cve-2019-3019, cve-2019-3020, cve-2019-3021, cve-2019-3022, cve-2019-3023, cve-2019-3024, cve-2019-3025, cve-2019-3026, cve-2019-3027, cve-2019-3028, cve-2019-3031
profession                                                   cve-2019-15719
profil                                                       cve-2019-14808
profinet                                                     cve-2019-10923, cve-2019-10936
proftpd                                                      cve-2019-18217
program                                                      cve-2018-19518, cve-2019-15847, cve-2019-17664, cve-2019-2969, cve-2019-9745
program'                                                     cve-2012-4024
prohibit                                                     cve-2019-18216
project                                                      cve-2019-0227, cve-2019-16919, cve-2019-16925, cve-2019-16926, cve-2019-17426, cve-2019-17552, cve-2019-17579, cve-2019-2976, cve-2019-3020
prolong                                                      cve-2019-0067
prone                                                        cve-2019-17602
proper                                                       cve-2019-16919
properli                                                     cve-2005-0758, cve-2008-2009, cve-2010-5334, cve-2010-5335, cve-2016-6800, cve-2017-1002201, cve-2017-7320, cve-2018-5732, cve-2018-9062, cve-2019-0379, cve-2019-10752, cve-2019-11281, cve-2019-1230, cve-2019-12944, cve-2019-1337, cve-2019-1362, cve-2019-1364, cve-2019-1375, cve-2019-14656, cve-2019-14823, cve-2019-15165, cve-2019-15262, cve-2019-15719, cve-2019-16682, cve-2019-17362, cve-2019-17499, cve-2019-17675, cve-2019-3957
properti                                                     cve-2019-10759, cve-2019-10760, cve-2019-17531, cve-2019-17671
protect                                                      cve-2014-8773, cve-2017-7323, cve-2019-0051, cve-2019-0061, cve-2019-10458, cve-2019-1166, cve-2019-12636, cve-2019-1338, cve-2019-14510, cve-2019-15894, cve-2019-18216, cve-2019-18280, cve-2019-2183, cve-2019-3765, cve-2019-6144
protected-light                                              cve-2019-17093
protector                                                    cve-2019-17668
protobuf                                                     cve-2015-5237
protocol                                                     cve-2014-2304, cve-2017-12610, cve-2017-15709, cve-2018-2799, cve-2018-7185, cve-2019-0066, cve-2019-0075, cve-2019-10079, cve-2019-10097, cve-2019-14810, cve-2019-15261, cve-2019-15264, cve-2019-15265, cve-2019-17420, cve-2019-2894, cve-2019-2901, cve-2019-2902, cve-2019-2903, cve-2019-2909, cve-2019-2910, cve-2019-2911, cve-2019-2914, cve-2019-2920, cve-2019-2922, cve-2019-2923, cve-2019-2924, cve-2019-2933, cve-2019-2938, cve-2019-2945, cve-2019-2946, cve-2019-2948, cve-2019-2950, cve-2019-2956, cve-2019-2957, cve-2019-2958, cve-2019-2960, cve-2019-2962, cve-2019-2963, cve-2019-2964, cve-2019-2966, cve-2019-2967, cve-2019-2968, cve-2019-2970, cve-2019-2971, cve-2019-2972, cve-2019-2973, cve-2019-2974, cve-2019-2975, cve-2019-2977, cve-2019-2978, cve-2019-2981, cve-2019-2982, cve-2019-2983, cve-2019-2986, cve-2019-2987, cve-2019-2988, cve-2019-2989, cve-2019-2991, cve-2019-2992, cve-2019-2993, cve-2019-2996, cve-2019-2997, cve-2019-2998, cve-2019-2999, cve-2019-3003, cve-2019-3004, cve-2019-3009, cve-2019-3011, cve-2019-3018
provid                                                       cve-2019-0379, cve-2019-10475, cve-2019-12148, cve-2019-12941, cve-2019-13921, cve-2019-14510, cve-2019-16520, cve-2019-16521, cve-2019-16523, cve-2019-17507, cve-2019-17531, cve-2019-4409, cve-2019-6475, cve-2019-9531, cve-2019-9535
providerid                                                   cve-2019-16404
provis                                                       cve-2019-15264
proxi                                                        cve-2019-10097
proxim                                                       cve-2017-8087
prvprocessreceivedpublish                                    cve-2019-13120
ps                                                           cve-2019-2946
psy.c                                                        cve-2017-14160, cve-2018-10393
ptrace_get_debugreg                                          cve-2019-15902
ptx                                                          cve-2019-0074
public                                                       cve-2019-10936, cve-2019-13921, cve-2019-13929, cve-2019-17356
public/admin/general.config/edit                             cve-2019-17432
publish                                                      cve-2019-13120, cve-2019-2898, cve-2019-2906
pull                                                         cve-2019-16919
puls                                                         cve-2019-11509
pum                                                          cve-2019-17574
puny_decode.c                                                cve-2017-14062
punycod                                                      cve-2019-12290
puppet                                                       cve-2019-10458
purchas                                                      cve-2015-9517
pureengag                                                    cve-2019-17176
purpos                                                       cve-2019-17576
push                                                         cve-2019-16919
pushov                                                       cve-2015-9521
put                                                          cve-2018-1000850
pv_decodepredictedintradc                                    cve-2019-2184
python                                                       cve-2019-17514, cve-2019-17526, cve-2019-17626, cve-2019-17664, cve-2019-18348
q16                                                          cve-2019-15139, cve-2019-15140
qfx                                                          cve-2019-0069
qfx10k                                                       cve-2019-0069, cve-2019-0074
qfx5100                                                      cve-2019-0069
qfx5110                                                      cve-2019-0069
qfx5200                                                      cve-2019-0069
qibosoft                                                     cve-2019-17613
qkview                                                       cve-2018-15333
qname                                                        cve-2019-6476
qr                                                           cve-2015-9522
qt                                                           cve-2019-18281
qtbase                                                       cve-2019-18281
qtextengine.cpp                                              cve-2019-18281
quasi-infinit                                                cve-2018-1000880
queri                                                        cve-2019-10752, cve-2019-10757, cve-2019-13409, cve-2019-16866, cve-2019-16917, cve-2019-16980, cve-2019-17426, cve-2019-17503, cve-2019-17583, cve-2019-17671, cve-2019-18348, cve-2019-6476
query_str                                                    cve-2019-16973, cve-2019-16976, cve-2019-16977, cve-2019-16987
queu                                                         cve-2019-18214
queue                                                        cve-2019-16964
queue.jsp                                                    cve-2018-8006
queue_init                                                   cve-2012-4025
queuefilt                                                    cve-2018-8006
quota                                                        cve-2015-9534, cve-2017-7320
r28.3.17                                                     cve-2018-2799
r3g                                                          cve-2019-18370, cve-2019-18371
r4500                                                        cve-2019-17372
r6200                                                        cve-2019-17372
r6200v2                                                      cve-2019-17372
r6250                                                        cve-2019-17372
r6300                                                        cve-2019-17372
r6300v2                                                      cve-2019-17372
r6400                                                        cve-2019-17372
r6700                                                        cve-2019-17372
r6900                                                        cve-2019-17372
r6900p                                                       cve-2019-17372
r7000                                                        cve-2019-17372
r7000p                                                       cve-2019-17372
r7100lg                                                      cve-2019-17372
r7300                                                        cve-2019-17372
r7900                                                        cve-2019-17372
r8000                                                        cve-2019-17372
r8300                                                        cve-2019-17372
r8500                                                        cve-2019-17372
r\n                                                          cve-2019-17420, cve-2019-18348
rabbitmq                                                     cve-2019-11281
race                                                         cve-2016-10906, cve-2017-14955, cve-2019-14810, cve-2019-8162
rambox                                                       cve-2019-17625
ran                                                          cve-2019-1365
random                                                       cve-2018-12384, cve-2019-15847
rang                                                         cve-2019-5527, cve-2019-5535
rapid                                                        cve-2019-17395
rar                                                          cve-2018-1000877, cve-2018-1000878
rather                                                       cve-2019-6476
ratpack                                                      cve-2019-17513
raw                                                          cve-2019-10756
rbac                                                         cve-2019-11253
rce                                                          cve-2018-1000878, cve-2019-14423, cve-2019-15954, cve-2019-9491
rdbm                                                         cve-2018-2875, cve-2019-2734, cve-2019-2913, cve-2019-2939, cve-2019-2940, cve-2019-2954, cve-2019-2955, cve-2019-2956
re                                                           cve-2019-0067, cve-2019-3025
reach                                                        cve-2019-13336, cve-2019-17041, cve-2019-17042
reactor                                                      cve-2019-11284
read                                                         cve-2010-5278, cve-2010-5334, cve-2010-5335, cve-2017-14232, cve-2017-14633, cve-2017-14955, cve-2018-1313, cve-2018-16301, cve-2018-2875, cve-2018-3300, cve-2019-0073, cve-2019-0074, cve-2019-1000019, cve-2019-10082, cve-2019-10436, cve-2019-10440, cve-2019-10443, cve-2019-10447, cve-2019-10448, cve-2019-10449, cve-2019-10452, cve-2019-10459, cve-2019-10467, cve-2019-11041, cve-2019-11042, cve-2019-12415, cve-2019-13412, cve-2019-13929, cve-2019-14424, cve-2019-15065, cve-2019-15138, cve-2019-15139, cve-2019-15282, cve-2019-17362, cve-2019-17389, cve-2019-17455, cve-2019-17498, cve-2019-17538, cve-2019-17662, cve-2019-18370, cve-2019-18371, cve-2019-18384, cve-2019-2187, cve-2019-2765, cve-2019-2872, cve-2019-2883, cve-2019-2886, cve-2019-2887, cve-2019-2888, cve-2019-2889, cve-2019-2894, cve-2019-2897, cve-2019-2898, cve-2019-2899, cve-2019-2901, cve-2019-2902, cve-2019-2903, cve-2019-2907, cve-2019-2910, cve-2019-2911, cve-2019-2913, cve-2019-2915, cve-2019-2922, cve-2019-2923, cve-2019-2924, cve-2019-2929, cve-2019-2931, cve-2019-2933, cve-2019-2935, cve-2019-2939, cve-2019-2941, cve-2019-2944, cve-2019-2951, cve-2019-2952, cve-2019-2970, cve-2019-2971, cve-2019-2972, cve-2019-2977, cve-2019-2985, cve-2019-2996, cve-2019-2999, cve-2019-3001, cve-2019-3012, cve-2019-3014, cve-2019-3015, cve-2019-3019, cve-2019-8064, cve-2019-8163, cve-2019-8164, cve-2019-8168, cve-2019-8172, cve-2019-8173, cve-2019-8182, cve-2019-8184, cve-2019-8185, cve-2019-8189, cve-2019-8190, cve-2019-8193, cve-2019-8194, cve-2019-8198, cve-2019-8201, cve-2019-8202, cve-2019-8204, cve-2019-8207, cve-2019-8216, cve-2019-8218, cve-2019-8222, cve-2019-9530
read.c                                                       cve-2019-17502
read_ce()/parse_rockridg                                     cve-2019-1000020
read_chunk                                                   cve-2017-14232
read_fragment_table_4                                        cve-2015-4645
reader                                                       cve-2019-8064, cve-2019-8160, cve-2019-8161, cve-2019-8162, cve-2019-8163, cve-2019-8164, cve-2019-8165, cve-2019-8166, cve-2019-8167, cve-2019-8168, cve-2019-8169, cve-2019-8170, cve-2019-8171, cve-2019-8172, cve-2019-8173, cve-2019-8174, cve-2019-8175, cve-2019-8176, cve-2019-8177, cve-2019-8178, cve-2019-8179, cve-2019-8180, cve-2019-8181, cve-2019-8182, cve-2019-8183, cve-2019-8184, cve-2019-8185, cve-2019-8186, cve-2019-8187, cve-2019-8188, cve-2019-8189, cve-2019-8190, cve-2019-8191, cve-2019-8192, cve-2019-8193, cve-2019-8194, cve-2019-8195, cve-2019-8196, cve-2019-8197, cve-2019-8198, cve-2019-8199, cve-2019-8200, cve-2019-8201, cve-2019-8202, cve-2019-8203, cve-2019-8204, cve-2019-8205, cve-2019-8206, cve-2019-8207, cve-2019-8208, cve-2019-8209, cve-2019-8210, cve-2019-8211, cve-2019-8212, cve-2019-8213, cve-2019-8214, cve-2019-8215, cve-2019-8216, cve-2019-8217, cve-2019-8218, cve-2019-8219, cve-2019-8220, cve-2019-8221, cve-2019-8222, cve-2019-8223, cve-2019-8224, cve-2019-8225, cve-2019-8226, cve-2019-8237, cve-2019-8238
readimag                                                     cve-2019-15140
readmp3apetag                                                cve-2019-18359
readpsinfo                                                   cve-2019-17540
readxwdimag                                                  cve-2019-15139
real                                                         cve-2019-17576
real-tim                                                     cve-2019-10923
realist                                                      cve-2012-4024
realloc(rar->lzss.window                                     cve-2018-1000877
realm                                                        cve-2019-14832
reason                                                       cve-2019-8369, cve-2019-8370
reboot                                                       cve-2017-14328, cve-2019-0075, cve-2019-12611
rec                                                          cve-2019-16985
receipt                                                      cve-2019-0055, cve-2019-0056, cve-2019-0063, cve-2019-0064, cve-2019-0065, cve-2019-0066, cve-2019-0067, cve-2019-0075
receiv                                                       cve-2019-0063, cve-2019-0064, cve-2019-0066, cve-2019-15226, cve-2019-15265, cve-2019-17389, cve-2019-2901, cve-2019-2902, cve-2019-2903, cve-2019-2970, cve-2019-2971, cve-2019-2972
recent                                                       cve-2019-11283
recentchanges.php                                            cve-2011-4333
recipi                                                       cve-2019-13392, cve-2019-17576
recognit                                                     cve-2019-9745
recommend                                                    cve-2015-9523, cve-2019-15894
recount                                                      cve-2015-9524
recov                                                        cve-2019-13929
recoveri                                                     cve-2019-15258
recur                                                        cve-2015-9525
recurs                                                       cve-2019-17450, cve-2019-6475
redirect                                                     cve-2015-2014, cve-2015-9511, cve-2019-11284, cve-2019-16682, cve-2019-18350
reduc                                                        cve-2019-15847, cve-2019-18216
refer                                                        cve-2015-9472, cve-2019-17675, cve-2019-18198
referr                                                       cve-2019-6476
referrers.php                                                cve-2015-9472
reflect                                                      cve-2019-10475, cve-2019-13392, cve-2019-16521, cve-2019-16862, cve-2019-16966, cve-2019-16967, cve-2019-16968, cve-2019-16969, cve-2019-16970, cve-2019-16971, cve-2019-16972, cve-2019-16973, cve-2019-16974, cve-2019-16975, cve-2019-16976, cve-2019-16977, cve-2019-16978, cve-2019-16979, cve-2019-16981, cve-2019-16982, cve-2019-16983, cve-2019-16984, cve-2019-16987, cve-2019-16988, cve-2019-16989, cve-2019-16991, cve-2019-17091, cve-2019-17114, cve-2019-17116, cve-2019-17120, cve-2019-17207, cve-2019-17409, cve-2019-17504, cve-2019-18350, cve-2019-5586, cve-2019-8089
rega.runscript                                               cve-2019-15850
region                                                       cve-2018-9062, cve-2019-16410
registeredservicescache.java                                 cve-2019-2183
registr                                                      cve-2019-16700
registri                                                     cve-2019-1341
regular                                                      cve-2019-0057, cve-2019-17592
reintroduc                                                   cve-2019-15902
reject                                                       cve-2019-18277, cve-2019-6474, cve-2019-8369, cve-2019-8370
rel                                                          cve-2019-0056, cve-2019-17495, cve-2019-17670
relat                                                        cve-2016-6800, cve-2019-13116, cve-2019-13929, cve-2019-17267, cve-2019-17497, cve-2019-17522, cve-2019-17535, cve-2019-17543, cve-2019-17546, cve-2019-2896, cve-2019-3767
relationship                                                 cve-2019-0368, cve-2019-17402, cve-2019-2927
releas                                                       cve-2017-12626, cve-2018-1000877, cve-2018-1000878, cve-2018-1000879, cve-2018-1000880, cve-2018-1313, cve-2019-0050, cve-2019-0074, cve-2019-0075, cve-2019-0212, cve-2019-0227, cve-2019-1000019, cve-2019-14810, cve-2019-16905
relev                                                        cve-2019-0212, cve-2019-18197
reli                                                         cve-2019-17455, cve-2019-17514, cve-2019-18216, cve-2019-2894, cve-2019-2933, cve-2019-2945, cve-2019-2949, cve-2019-2958, cve-2019-2962, cve-2019-2973, cve-2019-2975, cve-2019-2977, cve-2019-2978, cve-2019-2981, cve-2019-2983, cve-2019-2987, cve-2019-2988, cve-2019-2992, cve-2019-2996, cve-2019-2999
reliabl                                                      cve-2019-12611
reload                                                       cve-2019-15261
remain                                                       cve-2019-0056
remot                                                        cve-2008-2009, cve-2010-5278, cve-2011-4333, cve-2012-0881, cve-2012-4024, cve-2012-4025, cve-2013-3249, cve-2013-7400, cve-2014-2311, cve-2014-2736, cve-2014-8773, cve-2014-8774, cve-2014-8775, cve-2014-8992, cve-2015-0117, cve-2015-0134, cve-2015-0135, cve-2015-1828, cve-2015-1902, cve-2015-1903, cve-2015-1981, cve-2015-2014, cve-2015-4075, cve-2015-4645, cve-2015-4646, cve-2015-4707, cve-2015-4994, cve-2015-5040, cve-2015-5184, cve-2015-5237, cve-2015-8220, cve-2015-9481, cve-2015-9482, cve-2015-9483, cve-2015-9484, cve-2015-9485, cve-2015-9486, cve-2015-9487, cve-2015-9488, cve-2015-9489, cve-2015-9490, cve-2015-9491, cve-2015-9492, cve-2016-0277, cve-2016-0278, cve-2016-0279, cve-2016-0301, cve-2016-0304, cve-2016-4977, cve-2017-14061, cve-2017-14062, cve-2017-14141, cve-2017-14160, cve-2017-14232, cve-2017-14328, cve-2017-14632, cve-2017-14948, cve-2017-14955, cve-2017-7320, cve-2017-7321, cve-2017-7324, cve-2018-10392, cve-2018-11396, cve-2018-14659, cve-2018-16202, cve-2018-18065, cve-2018-18066, cve-2018-19518, cve-2018-20685, cve-2018-21027, cve-2018-21028, cve-2018-7185, cve-2019-0047, cve-2019-0051, cve-2019-0063, cve-2019-10969, cve-2019-11281, cve-2019-11282, cve-2019-11283, cve-2019-11284, cve-2019-11933, cve-2019-12147, cve-2019-12148, cve-2019-12636, cve-2019-12637, cve-2019-12638, cve-2019-12702, cve-2019-12704, cve-2019-12705, cve-2019-12708, cve-2019-12718, cve-2019-13116, cve-2019-13336, cve-2019-13392, cve-2019-13529, cve-2019-13541, cve-2019-1358, cve-2019-1359, cve-2019-13657, cve-2019-1371, cve-2019-1372, cve-2019-13929, cve-2019-14423, cve-2019-14424, cve-2019-15140, cve-2019-15226, cve-2019-15257, cve-2019-15258, cve-2019-15260, cve-2019-15261, cve-2019-15262, cve-2019-15268, cve-2019-15269, cve-2019-15270, cve-2019-15273, cve-2019-15275, cve-2019-15277, cve-2019-15280, cve-2019-15281, cve-2019-15282, cve-2019-15715, cve-2019-15850, cve-2019-15893, cve-2019-15954, cve-2019-16278, cve-2019-16344, cve-2019-16530, cve-2019-16699, cve-2019-16700, cve-2019-16862, cve-2019-16866, cve-2019-17059, cve-2019-17114, cve-2019-17115, cve-2019-17116, cve-2019-17118, cve-2019-17120, cve-2019-17186, cve-2019-17372, cve-2019-17408, cve-2019-17414, cve-2019-17415, cve-2019-17424, cve-2019-17450, cve-2019-17495, cve-2019-17499, cve-2019-17504, cve-2019-17505, cve-2019-17506, cve-2019-17509, cve-2019-17510, cve-2019-17532, cve-2019-17575, cve-2019-17583, cve-2019-17613, cve-2019-17626, cve-2019-17660, cve-2019-17667, cve-2019-18202, cve-2019-18217, cve-2019-18220, cve-2019-18344, cve-2019-18359, cve-2019-18383, cve-2019-18384, cve-2019-2184, cve-2019-2185, cve-2019-2186, cve-2019-3738, cve-2019-3765, cve-2019-3957, cve-2019-3980, cve-2019-3982, cve-2019-9491, cve-2019-9531
remotesupport                                                cve-2019-15962
renam                                                        cve-2019-17575
rendered_messag                                              cve-2019-17115
renpho                                                       cve-2019-14808
